record_index,ticker,rule_prediction,rule_confidence,finbert_prediction,finbert_confidence,label,rule_correct,finbert_correct
100,AAPL,HOLD,0.5,UP,0.4128,DOWN,0,0
101,AAPL,HOLD,0.5,UP,0.4131,HOLD,1,0
102,AAPL,HOLD,0.5,UP,0.4141,DOWN,0,0
103,AAPL,HOLD,0.5,UP,0.4137,DOWN,0,0
104,AAPL,HOLD,0.5,UP,0.4135,UP,0,1
105,NVDA,HOLD,0.5,UP,0.414,DOWN,0,0
106,NVDA,HOLD,0.5,UP,0.4131,HOLD,1,0
107,NVDA,HOLD,0.5,UP,0.4136,UP,0,1
108,NVDA,HOLD,0.5,UP,0.4136,UP,0,1
109,NVDA,HOLD,0.5,UP,0.4141,HOLD,1,0
110,NVDA,HOLD,0.5,UP,0.4132,UP,0,1
111,NVDA,HOLD,0.5,UP,0.4149,UP,0,1
112,NVDA,HOLD,0.5,UP,0.4124,UP,0,1
113,NVDA,HOLD,0.5,UP,0.4137,DOWN,0,0
114,NVDA,HOLD,0.5,UP,0.4112,UP,0,1
115,NVDA,HOLD,0.5,UP,0.4142,HOLD,1,0
116,NVDA,HOLD,0.5,UP,0.4139,UP,0,1
117,NVDA,HOLD,0.5,UP,0.4141,UP,0,1
118,NVDA,HOLD,0.5,UP,0.4123,UP,0,1
119,NVDA,HOLD,0.5,UP,0.4149,UP,0,1
120,NVDA,HOLD,0.5,UP,0.4126,DOWN,0,0
121,NVDA,HOLD,0.5,UP,0.412,UP,0,1
122,NVDA,HOLD,0.5,UP,0.4143,DOWN,0,0
123,NVDA,HOLD,0.5,UP,0.413,DOWN,0,0
124,NVDA,HOLD,0.5,UP,0.4147,UP,0,1
125,NVDA,HOLD,0.5,UP,0.414,HOLD,1,0
126,NVDA,HOLD,0.5,UP,0.4148,HOLD,1,0
127,NVDA,HOLD,0.5,UP,0.4134,UP,0,1
128,NVDA,HOLD,0.5,UP,0.414,DOWN,0,0
129,NVDA,HOLD,0.5,UP,0.4142,DOWN,0,0
130,NVDA,HOLD,0.5,UP,0.4136,UP,0,1
131,NVDA,HOLD,0.5,UP,0.4138,DOWN,0,0
132,NVDA,HOLD,0.5,UP,0.4123,DOWN,0,0
133,NVDA,HOLD,0.5,UP,0.4144,UP,0,1
134,NVDA,HOLD,0.5,UP,0.4138,DOWN,0,0
135,NVDA,HOLD,0.5,UP,0.4145,UP,0,1
136,NVDA,HOLD,0.5,UP,0.4134,DOWN,0,0
137,NVDA,HOLD,0.5,UP,0.4142,DOWN,0,0
138,NVDA,HOLD,0.5,UP,0.4138,UP,0,1
139,NVDA,HOLD,0.5,UP,0.4129,UP,0,1
140,NVDA,HOLD,0.5,UP,0.4136,UP,0,1
141,NVDA,HOLD,0.5,UP,0.4134,DOWN,0,0
142,NVDA,HOLD,0.5,UP,0.4138,UP,0,1
143,NVDA,HOLD,0.5,UP,0.4129,DOWN,0,0
144,NVDA,HOLD,0.5,UP,0.4145,DOWN,0,0
145,NVDA,HOLD,0.5,UP,0.414,UP,0,1
146,NVDA,HOLD,0.5,UP,0.4131,UP,0,1
147,NVDA,HOLD,0.5,UP,0.4128,UP,0,1
148,NVDA,HOLD,0.5,UP,0.4144,UP,0,1
149,NVDA,HOLD,0.5,UP,0.4132,HOLD,1,0
150,NVDA,HOLD,0.5,UP,0.4147,UP,0,1
151,NVDA,HOLD,0.5,UP,0.4139,HOLD,1,0
152,NVDA,HOLD,0.5,UP,0.4124,DOWN,0,0
153,NVDA,HOLD,0.5,UP,0.4126,DOWN,0,0
154,NVDA,HOLD,0.5,UP,0.4147,HOLD,1,0
155,NVDA,HOLD,0.5,UP,0.4135,UP,0,1
156,NVDA,HOLD,0.5,UP,0.4137,DOWN,0,0
157,NVDA,HOLD,0.5,UP,0.4138,DOWN,0,0
158,NVDA,HOLD,0.5,UP,0.4138,DOWN,0,0
159,NVDA,HOLD,0.5,UP,0.4136,DOWN,0,0
160,NVDA,HOLD,0.5,UP,0.4136,DOWN,0,0
161,NVDA,HOLD,0.5,UP,0.4112,UP,0,1
162,NVDA,HOLD,0.5,UP,0.4145,DOWN,0,0
163,NVDA,HOLD,0.5,UP,0.4142,UP,0,1
164,NVDA,HOLD,0.5,UP,0.4138,DOWN,0,0
165,NVDA,HOLD,0.5,UP,0.4132,UP,0,1
166,NVDA,HOLD,0.5,UP,0.4136,UP,0,1
167,NVDA,HOLD,0.5,UP,0.414,UP,0,1
168,NVDA,HOLD,0.5,UP,0.4128,DOWN,0,0
169,NVDA,HOLD,0.5,UP,0.4146,UP,0,1
170,NVDA,HOLD,0.5,UP,0.4131,DOWN,0,0
171,NVDA,HOLD,0.5,UP,0.4131,UP,0,1
172,NVDA,HOLD,0.5,UP,0.4137,DOWN,0,0
173,NVDA,HOLD,0.5,UP,0.4145,DOWN,0,0
174,NVDA,HOLD,0.5,UP,0.4137,DOWN,0,0
175,NVDA,HOLD,0.5,UP,0.4116,UP,0,1
176,NVDA,HOLD,0.5,UP,0.4146,UP,0,1
177,NVDA,HOLD,0.5,UP,0.4112,UP,0,1
178,NVDA,HOLD,0.5,UP,0.414,DOWN,0,0
179,NVDA,HOLD,0.5,UP,0.4137,UP,0,1
180,NVDA,HOLD,0.5,UP,0.4134,DOWN,0,0
181,NVDA,HOLD,0.5,UP,0.4138,UP,0,1
182,NVDA,HOLD,0.5,UP,0.414,DOWN,0,0
183,NVDA,HOLD,0.5,UP,0.414,DOWN,0,0
184,NVDA,HOLD,0.5,UP,0.4129,HOLD,1,0
185,NVDA,HOLD,0.5,UP,0.4117,UP,0,1
186,NVDA,HOLD,0.5,UP,0.4141,UP,0,1
187,NVDA,HOLD,0.5,UP,0.4144,HOLD,1,0
188,NVDA,HOLD,0.5,UP,0.414,UP,0,1
189,NVDA,HOLD,0.5,UP,0.4137,DOWN,0,0
190,NVDA,HOLD,0.5,UP,0.414,UP,0,1
191,NVDA,HOLD,0.5,UP,0.4147,HOLD,1,0
192,NVDA,HOLD,0.5,UP,0.4143,DOWN,0,0
193,NVDA,HOLD,0.5,UP,0.4147,HOLD,1,0
194,NVDA,HOLD,0.5,UP,0.4133,DOWN,0,0
195,TSLA,HOLD,0.5,UP,0.4134,HOLD,1,0
196,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
197,TSLA,HOLD,0.5,UP,0.4132,UP,0,1
198,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
199,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
200,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
201,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
202,TSLA,HOLD,0.5,UP,0.4144,DOWN,0,0
203,TSLA,HOLD,0.5,UP,0.4138,UP,0,1
204,TSLA,HOLD,0.5,UP,0.4133,DOWN,0,0
205,TSLA,HOLD,0.5,UP,0.4133,UP,0,1
206,TSLA,HOLD,0.5,UP,0.4137,DOWN,0,0
207,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
208,TSLA,HOLD,0.5,UP,0.4137,UP,0,1
209,TSLA,HOLD,0.5,UP,0.4142,UP,0,1
210,TSLA,HOLD,0.5,UP,0.413,UP,0,1
211,TSLA,HOLD,0.5,UP,0.4136,HOLD,1,0
212,TSLA,HOLD,0.5,UP,0.4127,DOWN,0,0
213,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
214,TSLA,HOLD,0.5,UP,0.4123,DOWN,0,0
215,TSLA,HOLD,0.5,UP,0.414,UP,0,1
216,TSLA,HOLD,0.5,UP,0.4138,UP,0,1
217,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
218,TSLA,HOLD,0.5,UP,0.4142,UP,0,1
219,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
220,TSLA,HOLD,0.5,UP,0.4132,UP,0,1
221,TSLA,HOLD,0.5,UP,0.4134,UP,0,1
222,TSLA,HOLD,0.5,UP,0.4131,DOWN,0,0
223,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
224,TSLA,HOLD,0.5,UP,0.4143,HOLD,1,0
225,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
226,TSLA,HOLD,0.5,UP,0.4135,HOLD,1,0
227,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
228,TSLA,HOLD,0.5,UP,0.4131,UP,0,1
229,TSLA,HOLD,0.5,UP,0.4137,DOWN,0,0
230,TSLA,HOLD,0.5,UP,0.4134,DOWN,0,0
231,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
232,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
233,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
234,TSLA,HOLD,0.5,UP,0.4136,DOWN,0,0
235,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
236,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
237,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
238,TSLA,HOLD,0.5,UP,0.4131,UP,0,1
239,TSLA,HOLD,0.5,UP,0.4144,HOLD,1,0
240,TSLA,HOLD,0.5,UP,0.4136,DOWN,0,0
241,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
242,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
243,TSLA,HOLD,0.5,UP,0.4129,UP,0,1
244,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
245,TSLA,HOLD,0.5,UP,0.4134,UP,0,1
246,TSLA,HOLD,0.5,UP,0.4142,UP,0,1
247,TSLA,HOLD,0.5,UP,0.4129,HOLD,1,0
248,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
249,TSLA,HOLD,0.5,UP,0.4144,HOLD,1,0
250,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
251,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
252,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
253,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
254,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
255,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
256,TSLA,HOLD,0.5,UP,0.4136,DOWN,0,0
257,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
258,TSLA,HOLD,0.5,UP,0.4117,UP,0,1
259,TSLA,HOLD,0.5,UP,0.4128,DOWN,0,0
260,TSLA,HOLD,0.5,UP,0.4139,DOWN,0,0
261,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
262,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
263,TSLA,HOLD,0.5,UP,0.4141,HOLD,1,0
264,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
265,TSLA,HOLD,0.5,UP,0.4138,UP,0,1
266,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
267,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
268,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
269,TSLA,HOLD,0.5,UP,0.4131,DOWN,0,0
270,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
271,TSLA,HOLD,0.5,UP,0.4134,HOLD,1,0
272,TSLA,HOLD,0.5,UP,0.4136,HOLD,1,0
273,TSLA,HOLD,0.5,UP,0.414,UP,0,1
274,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
275,TSLA,HOLD,0.5,UP,0.4131,DOWN,0,0
276,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
277,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
278,TSLA,HOLD,0.5,UP,0.4138,UP,0,1
279,TSLA,HOLD,0.5,UP,0.4137,UP,0,1
280,TSLA,HOLD,0.5,UP,0.4139,HOLD,1,0
281,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
282,TSLA,HOLD,0.5,UP,0.4143,UP,0,1
283,TSLA,HOLD,0.5,UP,0.4138,HOLD,1,0
284,TSLA,HOLD,0.5,UP,0.4132,DOWN,0,0
285,TSLA,HOLD,0.5,UP,0.4144,UP,0,1
286,TSLA,HOLD,0.5,UP,0.4145,UP,0,1
287,TSLA,HOLD,0.5,UP,0.4134,DOWN,0,0
288,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
289,TSLA,HOLD,0.5,UP,0.4138,HOLD,1,0
290,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
291,TSLA,HOLD,0.5,UP,0.4145,UP,0,1
292,TSLA,HOLD,0.5,UP,0.4133,UP,0,1
293,TSLA,HOLD,0.5,UP,0.4144,UP,0,1
294,TSLA,HOLD,0.5,UP,0.4142,UP,0,1
295,TSLA,HOLD,0.5,UP,0.4134,DOWN,0,0
296,TSLA,HOLD,0.5,UP,0.4134,DOWN,0,0
297,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
298,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
299,TSLA,HOLD,0.5,UP,0.4142,UP,0,1
300,TSLA,HOLD,0.5,UP,0.4139,DOWN,0,0
301,TSLA,HOLD,0.5,UP,0.414,UP,0,1
302,TSLA,HOLD,0.5,UP,0.414,DOWN,0,0
303,TSLA,HOLD,0.5,UP,0.4137,DOWN,0,0
304,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
305,TSLA,HOLD,0.5,UP,0.4126,UP,0,1
306,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
307,TSLA,HOLD,0.5,UP,0.4134,HOLD,1,0
308,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
309,TSLA,HOLD,0.5,UP,0.4118,UP,0,1
310,TSLA,HOLD,0.5,UP,0.4145,UP,0,1
311,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
312,TSLA,HOLD,0.5,UP,0.4138,DOWN,0,0
313,TSLA,HOLD,0.5,UP,0.4125,UP,0,1
314,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
315,TSLA,HOLD,0.5,UP,0.4133,UP,0,1
316,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
317,TSLA,HOLD,0.5,UP,0.4139,UP,0,1
318,TSLA,HOLD,0.5,UP,0.4129,UP,0,1
319,TSLA,HOLD,0.5,UP,0.4136,UP,0,1
320,TSLA,HOLD,0.5,UP,0.4137,UP,0,1
321,TSLA,HOLD,0.5,UP,0.4138,UP,0,1
322,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
323,TSLA,HOLD,0.5,UP,0.4148,UP,0,1
324,TSLA,HOLD,0.5,UP,0.4132,UP,0,1
325,TSLA,HOLD,0.5,UP,0.4141,DOWN,0,0
326,TSLA,HOLD,0.5,UP,0.4139,HOLD,1,0
327,TSLA,HOLD,0.5,UP,0.4131,HOLD,1,0
328,TSLA,HOLD,0.5,UP,0.4133,DOWN,0,0
329,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
330,TSLA,HOLD,0.5,UP,0.4119,UP,0,1
331,TSLA,HOLD,0.5,UP,0.4143,HOLD,1,0
332,TSLA,HOLD,0.5,UP,0.4137,HOLD,1,0
333,TSLA,HOLD,0.5,UP,0.4137,DOWN,0,0
334,TSLA,HOLD,0.5,UP,0.4138,HOLD,1,0
335,TSLA,HOLD,0.5,UP,0.4139,DOWN,0,0
336,TSLA,HOLD,0.5,UP,0.4144,DOWN,0,0
337,TSLA,HOLD,0.5,UP,0.4144,DOWN,0,0
338,TSLA,HOLD,0.5,UP,0.4132,UP,0,1
339,TSLA,HOLD,0.5,UP,0.4137,UP,0,1
340,TSLA,HOLD,0.5,UP,0.4096,UP,0,1
341,TSLA,HOLD,0.5,UP,0.4141,UP,0,1
342,TSLA,HOLD,0.5,UP,0.4137,UP,0,1
343,TSLA,HOLD,0.5,UP,0.4135,UP,0,1
344,TSLA,HOLD,0.5,UP,0.4133,DOWN,0,0
345,TSLA,HOLD,0.5,UP,0.4128,UP,0,1
346,TSLA,HOLD,0.5,UP,0.4133,DOWN,0,0
347,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
348,TSLA,HOLD,0.5,UP,0.4142,DOWN,0,0
349,TSLA,HOLD,0.5,UP,0.4129,DOWN,0,0
350,TSLA,HOLD,0.5,UP,0.4135,DOWN,0,0
