record_index,ticker,rule_prediction,rule_confidence,finbert_prediction,finbert_confidence,label,rule_correct,finbert_correct
144,AAPL,DOWN,0.81,UP,0.4908,UP,0,1
145,AAPL,UP,0.74,UP,0.485,DOWN,0,0
146,AAPL,HOLD,0.5,HOLD,0.4623,HOLD,1,1
147,AAPL,HOLD,0.5,DOWN,0.461,HOLD,1,0
148,AAPL,HOLD,0.5,DOWN,0.461,UP,0,0
149,AAPL,UP,0.76,DOWN,0.3727,DOWN,0,1
150,AAPL,HOLD,0.5,UP,0.464,HOLD,1,0
151,AAPL,DOWN,0.76,DOWN,0.4752,DOWN,1,1
152,AAPL,HOLD,0.5,UP,0.4869,HOLD,1,0
153,AAPL,HOLD,0.5,UP,0.6095,UP,0,1
154,AAPL,UP,0.74,UP,0.7501,UP,1,1
155,AAPL,UP,0.74,UP,0.7511,UP,1,1
156,AAPL,DOWN,0.71,DOWN,0.4901,DOWN,1,1
157,AAPL,UP,0.87,DOWN,0.4656,UP,1,0
158,AAPL,HOLD,0.5,UP,0.4815,UP,0,1
159,AAPL,HOLD,0.5,UP,0.6293,UP,0,1
160,AAPL,DOWN,0.74,UP,0.5739,UP,0,1
161,AAPL,HOLD,0.5,DOWN,0.419,HOLD,1,0
162,AAPL,HOLD,0.5,UP,0.4666,UP,0,1
163,AAPL,HOLD,0.5,DOWN,0.4096,HOLD,1,0
164,AAPL,HOLD,0.5,DOWN,0.5271,DOWN,0,1
165,AAPL,HOLD,0.5,DOWN,0.5264,DOWN,0,1
166,AAPL,HOLD,0.5,UP,0.5082,HOLD,1,0
167,AAPL,HOLD,0.5,UP,0.5894,UP,0,1
168,AAPL,HOLD,0.5,DOWN,0.4441,DOWN,0,1
169,AAPL,HOLD,0.5,UP,0.4942,DOWN,0,0
170,AAPL,HOLD,0.5,UP,0.5608,UP,0,1
171,AAPL,HOLD,0.5,UP,0.553,HOLD,1,0
172,AAPL,HOLD,0.5,UP,0.5807,UP,0,1
173,AAPL,HOLD,0.5,UP,0.5599,UP,0,1
174,AAPL,HOLD,0.5,UP,0.5885,DOWN,0,0
175,AAPL,HOLD,0.5,UP,0.517,DOWN,0,0
176,AAPL,HOLD,0.5,UP,0.5165,HOLD,1,0
177,AAPL,HOLD,0.5,UP,0.4378,UP,0,1
178,AAPL,HOLD,0.5,DOWN,0.4986,DOWN,0,1
179,AAPL,UP,0.76,UP,0.3768,DOWN,0,0
180,AAPL,HOLD,0.5,DOWN,0.443,HOLD,1,0
181,AAPL,DOWN,0.79,UP,0.4254,HOLD,0,0
182,AAPL,DOWN,0.79,DOWN,0.4391,UP,0,0
183,AAPL,DOWN,0.76,DOWN,0.4388,DOWN,1,1
184,AAPL,HOLD,0.5,UP,0.4737,UP,0,1
185,AAPL,HOLD,0.5,DOWN,0.4019,UP,0,0
186,AAPL,UP,0.76,UP,0.4791,UP,1,1
187,AAPL,UP,0.79,UP,0.3695,UP,1,1
188,AAPL,UP,0.76,UP,0.3668,HOLD,0,0
189,AAPL,HOLD,0.5,UP,0.4673,UP,0,1
190,AAPL,DOWN,0.71,UP,0.527,UP,0,1
191,AAPL,HOLD,0.5,DOWN,0.3595,DOWN,0,1
192,AAPL,HOLD,0.5,DOWN,0.4672,HOLD,1,0
193,AAPL,HOLD,0.5,DOWN,0.5234,DOWN,0,1
194,AAPL,HOLD,0.5,DOWN,0.5231,DOWN,0,1
195,AAPL,HOLD,0.5,DOWN,0.5234,HOLD,1,0
196,AAPL,HOLD,0.5,DOWN,0.523,DOWN,0,1
197,AAPL,HOLD,0.5,DOWN,0.523,HOLD,1,0
198,AAPL,HOLD,0.5,UP,0.5634,HOLD,1,0
199,AAPL,HOLD,0.5,UP,0.3884,DOWN,0,0
200,AAPL,HOLD,0.5,UP,0.4348,DOWN,0,0
201,AAPL,UP,0.74,UP,0.4502,UP,1,1
202,AAPL,UP,0.71,UP,0.4473,UP,1,1
203,AAPL,HOLD,0.5,UP,0.4749,HOLD,1,0
204,AAPL,UP,0.71,UP,0.4191,UP,1,1
205,AAPL,UP,0.79,UP,0.4217,UP,1,1
206,AAPL,HOLD,0.5,DOWN,0.5001,DOWN,0,1
207,AAPL,HOLD,0.5,UP,0.4733,UP,0,1
208,AAPL,UP,0.76,UP,0.6087,UP,1,1
209,AAPL,UP,0.79,UP,0.5634,UP,1,1
210,AAPL,HOLD,0.5,UP,0.3801,HOLD,1,0
211,AAPL,HOLD,0.5,UP,0.3823,UP,0,1
212,AAPL,HOLD,0.5,DOWN,0.5764,DOWN,0,1
213,AAPL,DOWN,0.74,DOWN,0.4203,UP,0,0
214,AAPL,DOWN,0.71,UP,0.4506,HOLD,0,0
215,AAPL,HOLD,0.5,UP,0.6694,UP,0,1
216,AAPL,UP,0.79,UP,0.6817,HOLD,0,0
217,AAPL,HOLD,0.5,UP,0.5231,UP,0,1
218,AAPL,HOLD,0.5,UP,0.4105,HOLD,1,0
219,AAPL,UP,0.76,DOWN,0.3554,HOLD,0,0
220,AAPL,HOLD,0.5,DOWN,0.5356,DOWN,0,1
221,AAPL,DOWN,0.74,UP,0.7159,HOLD,0,0
222,AAPL,UP,0.79,UP,0.4539,HOLD,0,0
223,AAPL,DOWN,0.79,DOWN,0.7119,DOWN,1,1
224,AAPL,DOWN,0.76,DOWN,0.712,HOLD,0,0
225,AAPL,HOLD,0.5,DOWN,0.3835,UP,0,0
226,AAPL,DOWN,0.74,UP,0.5812,DOWN,1,0
227,AAPL,UP,0.76,UP,0.535,UP,1,1
228,AAPL,UP,0.84,DOWN,0.4571,DOWN,0,1
229,AAPL,UP,0.76,UP,0.5518,UP,1,1
230,AAPL,HOLD,0.5,UP,0.4546,UP,0,1
231,AAPL,UP,0.79,DOWN,0.3672,DOWN,0,1
232,AAPL,HOLD,0.5,UP,0.5479,UP,0,1
233,AAPL,UP,0.81,UP,0.4642,UP,1,1
234,AAPL,UP,0.84,UP,0.5356,HOLD,0,0
235,AAPL,HOLD,0.5,DOWN,0.3957,HOLD,1,0
236,AAPL,HOLD,0.5,DOWN,0.3951,DOWN,0,1
237,AAPL,UP,0.76,UP,0.5602,UP,1,1
238,AAPL,HOLD,0.5,DOWN,0.6126,DOWN,0,1
239,AAPL,HOLD,0.5,UP,0.4981,HOLD,1,0
240,AAPL,HOLD,0.5,DOWN,0.4288,DOWN,0,1
241,AAPL,HOLD,0.5,UP,0.3917,HOLD,1,0
242,AAPL,HOLD,0.5,UP,0.4569,HOLD,1,0
243,AAPL,UP,0.79,UP,0.5186,HOLD,0,0
244,AAPL,HOLD,0.5,DOWN,0.5308,DOWN,0,1
245,AAPL,DOWN,0.78,DOWN,0.5335,DOWN,1,1
246,AAPL,HOLD,0.5,DOWN,0.5958,DOWN,0,1
247,AAPL,HOLD,0.5,DOWN,0.6021,DOWN,0,1
248,AAPL,HOLD,0.5,UP,0.5623,HOLD,1,0
249,AAPL,HOLD,0.5,DOWN,0.4275,UP,0,0
250,AAPL,HOLD,0.5,DOWN,0.4275,HOLD,1,0
251,AAPL,HOLD,0.5,UP,0.4122,UP,0,1
252,AAPL,HOLD,0.5,UP,0.4225,HOLD,1,0
253,AAPL,HOLD,0.5,UP,0.5473,HOLD,1,0
254,AAPL,HOLD,0.5,UP,0.5454,DOWN,0,0
255,AAPL,UP,0.77,UP,0.4842,DOWN,0,0
256,AAPL,HOLD,0.5,UP,0.4839,UP,0,1
257,AAPL,HOLD,0.5,UP,0.4388,UP,0,1
258,AAPL,DOWN,0.74,UP,0.4142,UP,0,1
259,AAPL,DOWN,0.74,UP,0.4801,UP,0,1
260,AAPL,DOWN,0.74,UP,0.4789,HOLD,0,0
261,AAPL,HOLD,0.5,UP,0.5647,HOLD,1,0
262,AAPL,UP,0.79,UP,0.5623,DOWN,0,0
263,AAPL,HOLD,0.5,UP,0.5113,HOLD,1,0
264,AAPL,UP,0.77,DOWN,0.4433,DOWN,0,1
265,AAPL,HOLD,0.5,UP,0.5131,DOWN,0,0
266,AAPL,DOWN,0.81,UP,0.6949,UP,0,1
267,AAPL,UP,0.74,DOWN,0.5115,DOWN,0,1
268,AAPL,HOLD,0.5,UP,0.5678,UP,0,1
269,AAPL,DOWN,0.79,UP,0.41,UP,0,1
270,AAPL,UP,0.76,UP,0.4907,HOLD,0,0
271,AAPL,UP,0.81,UP,0.4457,DOWN,0,0
272,AAPL,UP,0.79,UP,0.541,HOLD,0,0
273,AAPL,DOWN,0.71,DOWN,0.5758,DOWN,1,1
274,AAPL,UP,0.71,UP,0.421,DOWN,0,0
275,AAPL,UP,0.74,UP,0.4251,HOLD,0,0
276,AAPL,UP,0.71,UP,0.4212,HOLD,0,0
277,AAPL,HOLD,0.5,DOWN,0.4977,DOWN,0,1
278,AAPL,UP,0.71,DOWN,0.4447,HOLD,0,0
279,AAPL,UP,0.74,DOWN,0.4449,HOLD,0,0
280,AAPL,UP,0.74,UP,0.6018,UP,1,1
281,AAPL,DOWN,0.71,DOWN,0.389,DOWN,1,1
282,AAPL,HOLD,0.5,DOWN,0.4825,DOWN,0,1
283,AAPL,UP,0.71,DOWN,0.3797,UP,1,0
284,AAPL,UP,0.79,DOWN,0.3783,DOWN,0,1
285,AAPL,UP,0.71,UP,0.5683,HOLD,0,0
286,AAPL,HOLD,0.5,DOWN,0.5237,DOWN,0,1
287,AAPL,HOLD,0.5,UP,0.5428,DOWN,0,0
288,AAPL,UP,0.74,UP,0.4033,DOWN,0,0
289,AAPL,UP,0.77,UP,0.4738,DOWN,0,0
290,AAPL,UP,0.74,UP,0.4716,HOLD,0,0
291,AAPL,HOLD,0.5,UP,0.4135,UP,0,1
292,AAPL,HOLD,0.5,UP,0.3534,UP,0,1
293,AAPL,DOWN,0.79,UP,0.5173,HOLD,0,0
294,AAPL,HOLD,0.5,DOWN,0.5266,DOWN,0,1
295,AAPL,DOWN,0.74,UP,0.6163,UP,0,1
296,AAPL,DOWN,0.74,UP,0.396,HOLD,0,0
297,AAPL,HOLD,0.5,UP,0.5202,UP,0,1
298,AAPL,HOLD,0.5,UP,0.5125,UP,0,1
299,AAPL,DOWN,0.77,UP,0.732,UP,0,1
300,AAPL,HOLD,0.5,DOWN,0.5267,DOWN,0,1
301,AAPL,UP,0.74,UP,0.4595,UP,1,1
302,AAPL,DOWN,0.79,DOWN,0.5209,DOWN,1,1
303,AAPL,UP,0.71,UP,0.504,DOWN,0,0
304,AAPL,HOLD,0.5,UP,0.5482,UP,0,1
305,AAPL,UP,0.76,UP,0.5302,DOWN,0,0
306,AAPL,DOWN,0.74,UP,0.5406,DOWN,1,0
307,AAPL,HOLD,0.5,UP,0.4943,DOWN,0,0
308,AAPL,HOLD,0.5,UP,0.4682,HOLD,1,0
309,AAPL,HOLD,0.5,UP,0.6037,HOLD,1,0
310,AAPL,UP,0.79,UP,0.598,HOLD,0,0
311,AAPL,HOLD,0.5,DOWN,0.5045,DOWN,0,1
312,AAPL,HOLD,0.5,UP,0.4216,UP,0,1
313,AAPL,HOLD,0.5,UP,0.3571,DOWN,0,0
314,AAPL,HOLD,0.5,UP,0.3573,UP,0,1
315,AAPL,UP,0.79,UP,0.6629,UP,1,1
316,AAPL,UP,0.79,DOWN,0.5191,DOWN,0,1
317,AAPL,HOLD,0.5,UP,0.4565,DOWN,0,0
318,AAPL,DOWN,0.76,DOWN,0.5252,DOWN,1,1
319,AAPL,HOLD,0.5,DOWN,0.4683,DOWN,0,1
320,AAPL,UP,0.71,UP,0.5116,DOWN,0,0
321,AAPL,UP,0.74,UP,0.5508,UP,1,1
322,AAPL,HOLD,0.5,UP,0.458,UP,0,1
323,AAPL,HOLD,0.5,UP,0.464,UP,0,1
324,AAPL,UP,0.76,DOWN,0.4017,UP,1,0
325,AAPL,HOLD,0.5,UP,0.3793,HOLD,1,0
326,AAPL,HOLD,0.5,UP,0.3786,UP,0,1
327,AAPL,HOLD,0.5,DOWN,0.3722,DOWN,0,1
328,AAPL,HOLD,0.5,UP,0.5295,DOWN,0,0
329,AAPL,HOLD,0.5,UP,0.4839,UP,0,1
330,AAPL,UP,0.87,UP,0.4471,UP,1,1
331,AAPL,HOLD,0.5,DOWN,0.5657,DOWN,0,1
332,AAPL,HOLD,0.5,DOWN,0.4467,HOLD,1,0
333,AAPL,HOLD,0.5,HOLD,0.3647,HOLD,1,1
334,AAPL,UP,0.76,UP,0.4479,UP,1,1
335,AAPL,UP,0.79,UP,0.4462,DOWN,0,0
336,AAPL,HOLD,0.5,UP,0.4615,UP,0,1
337,AAPL,UP,0.79,UP,0.5476,UP,1,1
338,AAPL,HOLD,0.5,UP,0.4557,UP,0,1
339,AAPL,HOLD,0.5,DOWN,0.4833,HOLD,1,0
340,AAPL,HOLD,0.5,UP,0.6333,HOLD,1,0
341,AAPL,HOLD,0.5,UP,0.6338,UP,0,1
342,AAPL,HOLD,0.5,UP,0.6136,UP,0,1
343,AAPL,DOWN,0.74,DOWN,0.4303,DOWN,1,1
344,AAPL,HOLD,0.5,DOWN,0.4631,DOWN,0,1
345,AAPL,HOLD,0.5,UP,0.4894,UP,0,1
346,AAPL,DOWN,0.74,DOWN,0.4384,HOLD,0,0
347,AAPL,HOLD,0.5,UP,0.5392,HOLD,1,0
348,AAPL,HOLD,0.5,UP,0.5362,UP,0,1
349,AAPL,UP,0.79,DOWN,0.415,UP,1,0
350,AAPL,UP,0.79,UP,0.4595,UP,1,1
351,AAPL,HOLD,0.5,DOWN,0.6639,HOLD,1,0
352,AAPL,HOLD,0.5,DOWN,0.4977,UP,0,0
353,AAPL,UP,0.79,DOWN,0.506,DOWN,0,1
354,AAPL,UP,0.76,UP,0.4185,UP,1,1
355,AAPL,UP,0.79,UP,0.5529,DOWN,0,0
356,AAPL,HOLD,0.5,UP,0.5459,UP,0,1
357,AAPL,UP,0.82,UP,0.5341,UP,1,1
358,AAPL,UP,0.81,UP,0.5477,UP,1,1
359,AAPL,DOWN,0.74,UP,0.5767,DOWN,1,0
360,AAPL,HOLD,0.5,UP,0.3941,UP,0,1
361,AAPL,HOLD,0.5,DOWN,0.4024,DOWN,0,1
362,AAPL,HOLD,0.5,UP,0.3931,DOWN,0,0
363,AAPL,UP,0.77,UP,0.4876,DOWN,0,0
364,AAPL,UP,0.77,UP,0.4998,HOLD,0,0
365,AAPL,HOLD,0.5,UP,0.4106,HOLD,1,0
366,AAPL,HOLD,0.5,UP,0.4135,UP,0,1
367,AAPL,HOLD,0.5,UP,0.449,HOLD,1,0
368,AAPL,HOLD,0.5,UP,0.5312,DOWN,0,0
369,AAPL,UP,0.84,UP,0.5602,UP,1,1
370,AAPL,UP,0.79,DOWN,0.5169,UP,1,0
371,AAPL,HOLD,0.5,UP,0.4926,UP,0,1
372,AAPL,HOLD,0.5,UP,0.4912,UP,0,1
373,AAPL,HOLD,0.5,UP,0.4953,UP,0,1
374,AAPL,HOLD,0.5,HOLD,0.3989,HOLD,1,1
375,AAPL,UP,0.81,UP,0.5525,UP,1,1
376,AAPL,UP,0.81,DOWN,0.4607,DOWN,0,1
377,AAPL,UP,0.79,UP,0.43,UP,1,1
378,AAPL,UP,0.76,DOWN,0.4698,UP,1,0
379,AAPL,HOLD,0.5,DOWN,0.462,HOLD,1,0
380,AAPL,UP,0.79,UP,0.4242,DOWN,0,0
381,AAPL,HOLD,0.5,UP,0.5098,DOWN,0,0
382,AAPL,HOLD,0.5,UP,0.3902,HOLD,1,0
383,AAPL,HOLD,0.5,DOWN,0.4765,HOLD,1,0
384,AAPL,UP,0.71,UP,0.5172,HOLD,0,0
385,AAPL,UP,0.71,DOWN,0.6422,DOWN,0,1
386,AAPL,UP,0.79,UP,0.5149,HOLD,0,0
387,AAPL,UP,0.71,UP,0.5569,HOLD,0,0
388,AAPL,HOLD,0.5,UP,0.5846,HOLD,1,0
389,AAPL,HOLD,0.5,UP,0.4371,HOLD,1,0
390,AAPL,HOLD,0.5,UP,0.5383,UP,0,1
391,AAPL,UP,0.79,UP,0.5207,DOWN,0,0
392,AAPL,UP,0.79,UP,0.521,UP,1,1
393,AAPL,UP,0.82,UP,0.4099,DOWN,0,0
394,AAPL,UP,0.82,UP,0.4907,DOWN,0,0
395,AAPL,UP,0.71,DOWN,0.4004,UP,1,0
396,AAPL,HOLD,0.5,UP,0.7334,UP,0,1
397,AAPL,UP,0.71,UP,0.3763,UP,1,1
398,AAPL,UP,0.74,UP,0.4216,UP,1,1
399,AAPL,HOLD,0.5,UP,0.6029,UP,0,1
400,AAPL,HOLD,0.5,UP,0.6063,HOLD,1,0
401,AAPL,HOLD,0.5,UP,0.6037,UP,0,1
402,AAPL,HOLD,0.5,UP,0.6055,UP,0,1
403,AAPL,HOLD,0.5,UP,0.6036,HOLD,1,0
404,NVDA,HOLD,0.5,UP,0.5595,UP,0,1
405,NVDA,HOLD,0.5,UP,0.5607,UP,0,1
406,NVDA,HOLD,0.5,UP,0.567,UP,0,1
407,NVDA,HOLD,0.5,UP,0.5564,UP,0,1
408,NVDA,HOLD,0.5,UP,0.4272,DOWN,0,0
409,NVDA,HOLD,0.5,UP,0.5117,DOWN,0,0
410,NVDA,HOLD,0.5,UP,0.5128,UP,0,1
411,NVDA,UP,0.82,UP,0.5094,UP,1,1
412,NVDA,UP,0.82,UP,0.4888,HOLD,0,0
413,NVDA,UP,0.79,UP,0.4858,HOLD,0,0
414,NVDA,DOWN,0.74,UP,0.506,UP,0,1
415,NVDA,DOWN,0.71,UP,0.5081,UP,0,1
416,NVDA,DOWN,0.71,UP,0.4432,DOWN,1,0
417,NVDA,DOWN,0.79,DOWN,0.486,UP,0,0
418,NVDA,HOLD,0.5,UP,0.5222,UP,0,1
419,NVDA,HOLD,0.5,UP,0.5722,UP,0,1
420,NVDA,DOWN,0.76,UP,0.4965,DOWN,1,0
421,NVDA,DOWN,0.76,UP,0.4951,HOLD,0,0
422,NVDA,DOWN,0.73,UP,0.4982,UP,0,1
423,NVDA,UP,0.79,DOWN,0.4381,HOLD,0,0
424,NVDA,HOLD,0.5,UP,0.4251,UP,0,1
425,NVDA,HOLD,0.5,UP,0.4256,DOWN,0,0
426,NVDA,HOLD,0.5,DOWN,0.4793,UP,0,0
427,NVDA,UP,0.81,DOWN,0.4029,UP,1,0
428,NVDA,DOWN,0.74,DOWN,0.4713,DOWN,1,1
429,NVDA,UP,0.84,DOWN,0.4686,DOWN,0,1
430,NVDA,HOLD,0.5,DOWN,0.5158,DOWN,0,1
431,NVDA,HOLD,0.5,DOWN,0.5159,DOWN,0,1
432,NVDA,HOLD,0.5,DOWN,0.3982,HOLD,1,0
433,NVDA,UP,0.74,UP,0.6188,UP,1,1
