ticker,forecast_time,label,prediction,confidence,temporal_validity,evidence_support,confidence_drop,is_faithful,counterevidence_coverage,market_consistency,market_regime,valid_news_count,invalid_future_news_count
AAPL,2023-05-22 09:00:00,DOWN,UP,0.4499,1.0,0.0,0.0056,False,0.0,1.0,sideways,1,0
AAPL,2023-05-23 09:00:00,HOLD,UP,0.4157,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-05-24 09:00:00,UP,DOWN,0.4423,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-05-25 09:00:00,UP,DOWN,0.51,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-05-26 09:00:00,UP,UP,0.4602,1.0,0.0,-0.0034,False,0.0,0.5,sideways,1,0
AAPL,2023-05-30 09:00:00,HOLD,UP,0.4918,1.0,1.0,-0.0129,False,0.0,1.0,bull,1,0
AAPL,2023-05-31 09:00:00,UP,UP,0.4705,1.0,1.0,-0.0166,False,0.0,1.0,bull,1,0
AAPL,2023-06-01 09:00:00,HOLD,UP,0.5415,1.0,1.0,0.0389,False,0.0,0.5,sideways,1,0
AAPL,2023-06-02 09:00:00,DOWN,DOWN,0.431,1.0,1.0,-0.0343,False,0.0,0.5,sideways,1,0
AAPL,2023-06-05 09:00:00,HOLD,DOWN,0.4449,1.0,0.0,-0.0044,False,0.0,0.5,bull,1,0
AAPL,2023-06-06 09:00:00,DOWN,DOWN,0.4474,1.0,0.0,-0.0043,False,0.0,1.0,sideways,1,0
AAPL,2023-06-07 09:00:00,UP,UP,0.6011,1.0,1.0,0.0062,False,0.0,0.5,sideways,1,0
AAPL,2023-06-08 09:00:00,HOLD,UP,0.5998,1.0,1.0,0.006,False,0.0,0.5,sideways,1,0
AAPL,2023-06-09 09:00:00,UP,UP,0.4965,1.0,1.0,-0.009,False,0.0,0.5,sideways,1,0
AAPL,2023-06-12 09:00:00,HOLD,DOWN,0.5423,1.0,1.0,0.0184,False,0.0,0.5,bull,1,0
AAPL,2023-06-13 09:00:00,HOLD,DOWN,0.4154,1.0,1.0,0.0026,False,0.0,0.5,bull,1,0
AAPL,2023-06-14 09:00:00,UP,UP,0.6218,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-06-15 09:00:00,DOWN,DOWN,0.4602,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-06-16 09:00:00,HOLD,DOWN,0.3964,1.0,1.0,0.0014,False,0.0,0.5,bull,1,0
AAPL,2023-06-20 09:00:00,DOWN,UP,0.5296,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-06-21 09:00:00,UP,UP,0.4908,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-06-22 09:00:00,HOLD,UP,0.4913,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-06-23 09:00:00,DOWN,UP,0.4912,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-06-26 09:00:00,UP,DOWN,0.4732,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-06-27 09:00:00,UP,DOWN,0.4724,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-06-28 09:00:00,HOLD,UP,0.49,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-06-29 09:00:00,UP,UP,0.467,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-06-30 09:00:00,DOWN,UP,0.4377,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-07-03 09:00:00,DOWN,UP,0.499,1.0,1.0,0.0142,False,0.0,0.5,sideways,1,0
AAPL,2023-07-05 09:00:00,HOLD,UP,0.441,1.0,1.0,0.0425,False,0.0,1.0,bull,1,0
AAPL,2023-07-06 09:00:00,DOWN,DOWN,0.6076,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-07 09:00:00,DOWN,UP,0.5413,1.0,0.0,-0.0211,False,0.0,0.5,bull,1,0
AAPL,2023-07-10 09:00:00,HOLD,UP,0.5106,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-11 09:00:00,UP,UP,0.5484,1.0,0.0,-0.0298,False,0.0,0.5,bear,1,0
AAPL,2023-07-12 09:00:00,HOLD,UP,0.5584,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-13 09:00:00,HOLD,UP,0.4529,1.0,1.0,-0.0036,False,0.0,0.5,bear,1,0
AAPL,2023-07-14 09:00:00,UP,UP,0.417,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-17 09:00:00,HOLD,UP,0.5122,1.0,0.0,-0.0051,False,0.0,0.5,bull,1,0
AAPL,2023-07-18 09:00:00,UP,UP,0.6275,1.0,1.0,-0.0113,False,0.0,0.5,sideways,1,0
AAPL,2023-07-19 09:00:00,DOWN,UP,0.4992,1.0,0.0,-0.0081,False,0.0,0.5,bull,1,0
AAPL,2023-07-20 09:00:00,DOWN,UP,0.4919,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-21 09:00:00,HOLD,DOWN,0.389,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-07-24 09:00:00,HOLD,DOWN,0.3911,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-07-25 09:00:00,HOLD,UP,0.4281,1.0,0.0,-0.002,False,0.0,0.5,sideways,1,0
AAPL,2023-07-26 09:00:00,DOWN,UP,0.602,1.0,1.0,-0.0132,False,0.0,0.5,sideways,1,0
AAPL,2023-07-27 09:00:00,UP,DOWN,0.6384,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-07-28 09:00:00,HOLD,UP,0.522,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-07-31 09:00:00,HOLD,UP,0.5328,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-08-01 09:00:00,DOWN,UP,0.4676,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-08-02 09:00:00,DOWN,UP,0.4607,1.0,0.0,-0.041,False,0.0,1.0,sideways,1,0
AAPL,2023-08-03 09:00:00,DOWN,DOWN,0.4371,1.0,1.0,0.4371,True,0.0,0.5,sideways,1,0
AAPL,2023-08-04 09:00:00,DOWN,DOWN,0.4258,1.0,1.0,0.4258,True,0.0,0.5,sideways,1,0
AAPL,2023-08-07 09:00:00,UP,UP,0.4908,1.0,0.0,0.0297,False,0.0,1.0,bear,1,0
AAPL,2023-08-08 09:00:00,DOWN,UP,0.485,1.0,1.0,-0.0566,False,0.0,0.5,bear,1,0
AAPL,2023-08-09 09:00:00,HOLD,HOLD,0.4623,1.0,1.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-08-10 09:00:00,HOLD,DOWN,0.461,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-08-11 09:00:00,UP,DOWN,0.461,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-08-14 09:00:00,DOWN,DOWN,0.3727,1.0,0.0,-0.0025,False,0.0,0.5,sideways,1,0
AAPL,2023-08-15 09:00:00,HOLD,UP,0.464,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-08-16 09:00:00,DOWN,DOWN,0.4752,1.0,1.0,0.005,False,0.0,0.5,sideways,1,0
AAPL,2023-08-17 09:00:00,HOLD,UP,0.4869,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-08-18 09:00:00,UP,UP,0.6095,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-08-21 09:00:00,UP,UP,0.7501,1.0,1.0,-0.0033,False,0.0,0.5,bear,1,0
AAPL,2023-08-22 09:00:00,UP,UP,0.7511,1.0,1.0,-0.0034,False,0.0,0.5,sideways,1,0
AAPL,2023-08-23 09:00:00,DOWN,DOWN,0.4901,1.0,1.0,-0.0034,False,0.0,0.5,bull,1,0
AAPL,2023-08-24 09:00:00,UP,DOWN,0.4656,1.0,0.0,-0.054,False,0.0,1.0,bull,1,0
AAPL,2023-08-25 09:00:00,UP,UP,0.4815,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-08-28 09:00:00,UP,UP,0.6293,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-08-29 09:00:00,UP,UP,0.5739,1.0,0.0,-0.051,False,0.0,0.5,bull,1,0
AAPL,2023-08-30 09:00:00,HOLD,DOWN,0.419,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-08-31 09:00:00,UP,UP,0.4666,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-01 09:00:00,HOLD,DOWN,0.4096,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-05 09:00:00,DOWN,DOWN,0.5271,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-06 09:00:00,DOWN,DOWN,0.5264,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-07 09:00:00,HOLD,UP,0.5082,1.0,0.0,-0.033,False,0.0,1.0,sideways,1,0
AAPL,2023-09-08 09:00:00,UP,UP,0.5894,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-09-11 09:00:00,DOWN,DOWN,0.4441,1.0,0.0,-0.0169,False,0.0,0.5,bear,1,0
AAPL,2023-09-12 09:00:00,DOWN,UP,0.4942,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-13 09:00:00,UP,UP,0.5608,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-09-14 09:00:00,HOLD,UP,0.553,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-09-15 09:00:00,UP,UP,0.5807,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-18 09:00:00,UP,UP,0.5599,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-09-19 09:00:00,DOWN,UP,0.5885,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-20 09:00:00,DOWN,UP,0.517,1.0,0.0,0.0282,False,0.0,0.5,bull,1,0
AAPL,2023-09-21 09:00:00,HOLD,UP,0.5165,1.0,0.0,0.0282,False,0.0,1.0,sideways,1,0
AAPL,2023-09-22 09:00:00,UP,UP,0.4378,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-25 09:00:00,DOWN,DOWN,0.4986,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-09-26 09:00:00,DOWN,UP,0.3768,1.0,1.0,0.0104,False,0.0,0.5,sideways,1,0
AAPL,2023-09-27 09:00:00,HOLD,DOWN,0.443,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-09-28 09:00:00,HOLD,UP,0.4254,1.0,0.0,-0.0036,False,0.0,1.0,bear,1,0
AAPL,2023-09-29 09:00:00,UP,DOWN,0.4391,1.0,1.0,0.0034,False,0.0,1.0,bear,1,0
AAPL,2023-10-02 09:00:00,DOWN,DOWN,0.4388,1.0,1.0,0.0034,False,0.0,0.5,sideways,1,0
AAPL,2023-10-03 09:00:00,UP,UP,0.4737,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-04 09:00:00,UP,DOWN,0.4019,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-10-05 09:00:00,UP,UP,0.4791,1.0,1.0,0.0418,False,0.0,0.5,sideways,1,0
AAPL,2023-10-06 09:00:00,UP,UP,0.3695,1.0,1.0,-0.0504,False,0.0,1.0,bull,1,0
AAPL,2023-10-09 09:00:00,HOLD,UP,0.3668,1.0,1.0,-0.0501,False,0.0,0.5,sideways,1,0
AAPL,2023-10-10 09:00:00,UP,UP,0.4673,1.0,0.0,-0.0006,False,0.0,0.5,bull,1,0
AAPL,2023-10-11 09:00:00,UP,UP,0.527,1.0,0.0,0.0038,False,0.0,0.5,bull,1,0
AAPL,2023-10-12 09:00:00,DOWN,DOWN,0.3595,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-10-13 09:00:00,HOLD,DOWN,0.4672,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-16 09:00:00,DOWN,DOWN,0.5234,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-17 09:00:00,DOWN,DOWN,0.5231,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-18 09:00:00,HOLD,DOWN,0.5234,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-10-19 09:00:00,DOWN,DOWN,0.523,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-20 09:00:00,HOLD,DOWN,0.523,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-10-23 09:00:00,HOLD,UP,0.5634,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-10-24 09:00:00,DOWN,UP,0.3884,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-10-25 09:00:00,DOWN,UP,0.4348,1.0,0.0,-0.0092,False,0.0,1.0,sideways,1,0
AAPL,2023-10-26 09:00:00,UP,UP,0.4502,1.0,1.0,-0.0037,False,0.0,0.5,sideways,1,0
AAPL,2023-10-27 09:00:00,UP,UP,0.4473,1.0,1.0,-0.0037,False,0.0,0.5,bear,1,0
AAPL,2023-10-30 09:00:00,HOLD,UP,0.4749,1.0,0.0,0.0,False,0.0,0.5,bear,1,0
AAPL,2023-10-31 09:00:00,UP,UP,0.4191,1.0,1.0,0.0087,False,0.0,0.5,bear,1,0
AAPL,2023-11-01 09:00:00,UP,UP,0.4217,1.0,1.0,0.0093,False,0.0,1.0,bull,1,0
AAPL,2023-11-02 09:00:00,DOWN,DOWN,0.5001,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-11-03 09:00:00,UP,UP,0.4733,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-11-06 09:00:00,UP,UP,0.6087,1.0,1.0,0.0184,False,0.0,0.5,sideways,1,0
AAPL,2023-11-07 09:00:00,UP,UP,0.5634,1.0,1.0,0.0266,False,0.0,1.0,bull,1,0
AAPL,2023-11-08 09:00:00,HOLD,UP,0.3801,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-11-09 09:00:00,UP,UP,0.3823,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-11-10 09:00:00,DOWN,DOWN,0.5764,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-11-13 09:00:00,UP,DOWN,0.4203,1.0,1.0,-0.0048,False,0.0,0.5,sideways,1,0
AAPL,2023-11-14 09:00:00,HOLD,UP,0.4506,1.0,0.0,0.0026,False,0.0,0.5,bull,1,0
AAPL,2023-11-15 09:00:00,UP,UP,0.6694,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-11-16 09:00:00,HOLD,UP,0.6817,1.0,1.0,0.0053,False,0.0,1.0,bull,1,0
AAPL,2023-11-17 09:00:00,UP,UP,0.5231,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-11-20 09:00:00,HOLD,UP,0.4105,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-11-21 09:00:00,HOLD,DOWN,0.3554,1.0,0.0,0.0026,False,0.0,0.5,sideways,1,0
AAPL,2023-11-22 09:00:00,DOWN,DOWN,0.5356,1.0,0.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-11-24 09:00:00,HOLD,UP,0.7159,1.0,0.0,0.0073,False,0.0,0.5,sideways,1,0
AAPL,2023-11-27 09:00:00,HOLD,UP,0.4539,1.0,1.0,0.0325,False,0.0,0.5,sideways,1,0
AAPL,2023-11-28 09:00:00,DOWN,DOWN,0.7119,1.0,1.0,0.0087,False,0.0,1.0,bear,1,0
AAPL,2023-11-29 09:00:00,HOLD,DOWN,0.712,1.0,1.0,0.0088,False,0.0,0.5,sideways,1,0
AAPL,2023-11-30 09:00:00,UP,DOWN,0.3835,1.0,0.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-12-01 09:00:00,DOWN,UP,0.5812,1.0,0.0,-0.0389,False,0.0,0.5,sideways,1,0
