record_index,ticker,rule_prediction,rule_confidence,finbert_prediction,finbert_confidence,label,rule_correct,finbert_correct
105,AAPL,UP,0.78,UP,0.78,UP,1,1
106,AAPL,UP,0.81,UP,0.81,HOLD,0,0
107,AAPL,UP,0.81,UP,0.81,HOLD,0,0
108,AAPL,UP,0.81,UP,0.81,UP,1,1
109,AAPL,UP,0.81,UP,0.81,DOWN,0,0
110,AAPL,UP,0.81,UP,0.81,HOLD,0,0
111,AAPL,UP,0.78,UP,0.78,DOWN,0,0
112,AAPL,UP,0.78,UP,0.78,UP,1,1
113,AAPL,UP,0.81,UP,0.81,HOLD,0,0
114,AAPL,UP,0.81,UP,0.81,DOWN,0,0
115,AAPL,UP,0.78,UP,0.78,UP,1,1
116,AAPL,UP,0.81,UP,0.81,UP,1,1
117,AAPL,UP,0.81,UP,0.81,HOLD,0,0
118,AAPL,UP,0.78,UP,0.78,UP,1,1
119,AAPL,UP,0.81,UP,0.81,DOWN,0,0
120,AAPL,UP,0.78,UP,0.78,DOWN,0,0
121,AAPL,UP,0.81,UP,0.81,HOLD,0,0
122,AAPL,UP,0.78,UP,0.78,DOWN,0,0
123,AAPL,UP,0.81,UP,0.81,DOWN,0,0
124,AAPL,UP,0.76,UP,0.76,HOLD,0,0
125,AAPL,UP,0.73,UP,0.73,UP,1,1
126,AAPL,UP,0.76,UP,0.76,HOLD,0,0
127,AAPL,UP,0.73,UP,0.73,HOLD,0,0
128,AAPL,UP,0.81,UP,0.81,UP,1,1
129,AAPL,UP,0.81,UP,0.81,HOLD,0,0
130,AAPL,UP,0.78,UP,0.78,UP,1,1
131,AAPL,UP,0.81,UP,0.81,DOWN,0,0
132,AAPL,UP,0.78,UP,0.78,DOWN,0,0
133,AAPL,UP,0.81,UP,0.81,HOLD,0,0
134,AAPL,UP,0.73,UP,0.73,HOLD,0,0
135,AAPL,UP,0.73,UP,0.73,HOLD,0,0
136,AAPL,UP,0.76,UP,0.76,DOWN,0,0
137,AAPL,UP,0.78,UP,0.78,UP,1,1
138,AAPL,UP,0.81,UP,0.81,HOLD,0,0
139,AAPL,UP,0.78,UP,0.78,HOLD,0,0
140,AAPL,UP,0.78,UP,0.78,DOWN,0,0
141,AAPL,UP,0.76,UP,0.76,DOWN,0,0
142,AAPL,UP,0.76,UP,0.76,DOWN,0,0
143,AAPL,UP,0.76,UP,0.76,DOWN,0,0
144,AAPL,UP,0.73,UP,0.73,UP,1,1
145,AAPL,UP,0.73,UP,0.73,DOWN,0,0
146,AAPL,UP,0.73,UP,0.73,HOLD,0,0
147,AAPL,UP,0.73,UP,0.73,HOLD,0,0
148,AAPL,UP,0.73,UP,0.73,UP,1,1
149,AAPL,UP,0.78,UP,0.78,DOWN,0,0
150,AAPL,UP,0.73,UP,0.73,HOLD,0,0
151,AAPL,UP,0.76,UP,0.76,DOWN,0,0
152,AAPL,UP,0.76,UP,0.76,HOLD,0,0
153,AAPL,UP,0.73,UP,0.73,UP,1,1
154,AAPL,UP,0.73,UP,0.73,UP,1,1
155,AAPL,UP,0.73,UP,0.73,UP,1,1
156,AAPL,UP,0.81,UP,0.81,DOWN,0,0
157,AAPL,UP,0.81,UP,0.81,UP,1,1
158,AAPL,UP,0.78,UP,0.78,UP,1,1
159,AAPL,UP,0.78,UP,0.78,UP,1,1
160,AAPL,UP,0.81,UP,0.81,UP,1,1
161,AAPL,UP,0.81,UP,0.81,HOLD,0,0
162,AAPL,UP,0.78,UP,0.78,UP,1,1
163,AAPL,UP,0.78,UP,0.78,HOLD,0,0
164,AAPL,UP,0.78,UP,0.78,DOWN,0,0
165,AAPL,UP,0.76,UP,0.76,DOWN,0,0
166,AAPL,UP,0.76,UP,0.76,HOLD,0,0
167,AAPL,UP,0.73,UP,0.73,UP,1,1
168,AAPL,UP,0.73,UP,0.73,DOWN,0,0
169,AAPL,UP,0.76,UP,0.76,DOWN,0,0
170,AAPL,UP,0.73,UP,0.73,UP,1,1
171,AAPL,UP,0.73,UP,0.73,HOLD,0,0
172,AAPL,UP,0.76,UP,0.76,UP,1,1
173,AAPL,UP,0.73,UP,0.73,UP,1,1
174,AAPL,UP,0.78,UP,0.78,DOWN,0,0
175,AAPL,UP,0.81,UP,0.81,DOWN,0,0
176,AAPL,UP,0.76,UP,0.76,HOLD,0,0
177,AAPL,UP,0.73,UP,0.73,UP,1,1
178,AAPL,UP,0.73,UP,0.73,DOWN,0,0
179,AAPL,UP,0.76,UP,0.76,DOWN,0,0
180,AAPL,UP,0.76,UP,0.76,HOLD,0,0
181,AAPL,UP,0.73,UP,0.73,HOLD,0,0
182,AAPL,UP,0.73,UP,0.73,UP,1,1
183,AAPL,UP,0.76,UP,0.76,DOWN,0,0
184,AAPL,UP,0.78,UP,0.78,UP,1,1
185,AAPL,UP,0.81,UP,0.81,UP,1,1
186,AAPL,UP,0.78,UP,0.78,UP,1,1
187,AAPL,UP,0.81,UP,0.81,UP,1,1
188,AAPL,UP,0.78,UP,0.78,HOLD,0,0
189,AAPL,UP,0.81,UP,0.81,UP,1,1
190,AAPL,UP,0.81,UP,0.81,UP,1,1
191,AAPL,UP,0.81,UP,0.81,DOWN,0,0
192,AAPL,UP,0.78,UP,0.78,HOLD,0,0
193,AAPL,UP,0.76,UP,0.76,DOWN,0,0
194,AAPL,UP,0.76,UP,0.76,DOWN,0,0
195,AAPL,UP,0.73,UP,0.73,HOLD,0,0
196,AAPL,UP,0.76,UP,0.76,DOWN,0,0
197,AAPL,UP,0.76,UP,0.76,HOLD,0,0
198,AAPL,UP,0.73,UP,0.73,HOLD,0,0
199,AAPL,UP,0.73,UP,0.73,DOWN,0,0
200,AAPL,UP,0.76,UP,0.76,DOWN,0,0
201,AAPL,UP,0.76,UP,0.76,UP,1,1
202,AAPL,UP,0.73,UP,0.73,UP,1,1
203,AAPL,UP,0.73,UP,0.73,HOLD,0,0
204,AAPL,UP,0.73,UP,0.73,UP,1,1
205,AAPL,UP,0.81,UP,0.81,UP,1,1
206,AAPL,UP,0.81,UP,0.81,DOWN,0,0
207,AAPL,UP,0.81,UP,0.81,UP,1,1
208,AAPL,UP,0.78,UP,0.78,UP,1,1
209,AAPL,UP,0.81,UP,0.81,UP,1,1
210,AAPL,UP,0.78,UP,0.78,HOLD,0,0
211,AAPL,UP,0.81,UP,0.81,UP,1,1
212,AAPL,UP,0.81,UP,0.81,DOWN,0,0
213,AAPL,UP,0.78,UP,0.78,UP,1,1
214,AAPL,UP,0.81,UP,0.81,HOLD,0,0
215,AAPL,UP,0.78,UP,0.78,UP,1,1
216,AAPL,UP,0.81,UP,0.81,HOLD,0,0
217,AAPL,UP,0.78,UP,0.78,UP,1,1
218,AAPL,UP,0.78,UP,0.78,HOLD,0,0
219,AAPL,UP,0.78,UP,0.78,HOLD,0,0
220,AAPL,UP,0.81,UP,0.81,DOWN,0,0
221,AAPL,UP,0.78,UP,0.78,HOLD,0,0
222,AAPL,UP,0.81,UP,0.81,HOLD,0,0
223,AAPL,UP,0.73,UP,0.73,DOWN,0,0
224,AAPL,UP,0.76,UP,0.76,HOLD,0,0
225,AAPL,UP,0.76,UP,0.76,UP,1,1
226,AAPL,UP,0.78,UP,0.78,DOWN,0,0
227,AAPL,UP,0.73,UP,0.73,UP,1,1
228,AAPL,UP,0.81,UP,0.81,DOWN,0,0
229,AAPL,UP,0.78,UP,0.78,UP,1,1
230,AAPL,UP,0.81,UP,0.81,UP,1,1
231,AAPL,UP,0.81,UP,0.81,DOWN,0,0
232,AAPL,UP,0.81,UP,0.81,UP,1,1
233,AAPL,UP,0.78,UP,0.78,UP,1,1
234,AAPL,UP,0.81,UP,0.81,HOLD,0,0
235,AAPL,UP,0.78,UP,0.78,HOLD,0,0
236,AAPL,UP,0.81,UP,0.81,DOWN,0,0
237,AAPL,UP,0.78,UP,0.78,UP,1,1
238,AAPL,UP,0.78,UP,0.78,DOWN,0,0
239,AAPL,UP,0.76,UP,0.76,HOLD,0,0
240,AAPL,UP,0.73,UP,0.73,DOWN,0,0
241,AAPL,UP,0.73,UP,0.73,HOLD,0,0
242,AAPL,UP,0.73,UP,0.73,HOLD,0,0
243,AAPL,UP,0.76,UP,0.76,HOLD,0,0
244,AAPL,UP,0.73,UP,0.73,DOWN,0,0
245,AAPL,UP,0.76,UP,0.76,DOWN,0,0
246,AAPL,UP,0.76,UP,0.76,DOWN,0,0
247,AAPL,UP,0.73,UP,0.73,DOWN,0,0
248,AAPL,UP,0.76,UP,0.76,HOLD,0,0
249,AAPL,UP,0.73,UP,0.73,UP,1,1
250,AAPL,UP,0.73,UP,0.73,HOLD,0,0
251,AAPL,UP,0.73,UP,0.73,UP,1,1
252,AAPL,UP,0.81,UP,0.81,HOLD,0,0
253,AAPL,UP,0.81,UP,0.81,HOLD,0,0
254,AAPL,UP,0.78,UP,0.78,DOWN,0,0
255,AAPL,UP,0.76,UP,0.76,DOWN,0,0
256,AAPL,UP,0.73,UP,0.73,UP,1,1
257,AAPL,UP,0.81,UP,0.81,UP,1,1
258,AAPL,UP,0.78,UP,0.78,UP,1,1
259,AAPL,UP,0.78,UP,0.78,UP,1,1
260,AAPL,UP,0.78,UP,0.78,HOLD,0,0
261,AAPL,UP,0.81,UP,0.81,HOLD,0,0
262,AAPL,UP,0.81,UP,0.81,DOWN,0,0
263,AAPL,UP,0.78,UP,0.78,HOLD,0,0
264,AAPL,UP,0.76,UP,0.76,DOWN,0,0
265,AAPL,UP,0.76,UP,0.76,DOWN,0,0
266,AAPL,UP,0.73,UP,0.73,UP,1,1
267,AAPL,UP,0.76,UP,0.76,DOWN,0,0
268,AAPL,UP,0.76,UP,0.76,UP,1,1
269,AAPL,UP,0.73,UP,0.73,UP,1,1
270,AAPL,UP,0.78,UP,0.78,HOLD,0,0
271,AAPL,UP,0.81,UP,0.81,DOWN,0,0
272,AAPL,UP,0.78,UP,0.78,HOLD,0,0
273,AAPL,UP,0.81,UP,0.81,DOWN,0,0
274,AAPL,UP,0.73,UP,0.73,DOWN,0,0
275,AAPL,UP,0.76,UP,0.76,HOLD,0,0
276,AAPL,UP,0.73,UP,0.73,HOLD,0,0
277,AAPL,UP,0.76,UP,0.76,DOWN,0,0
278,AAPL,UP,0.73,UP,0.73,HOLD,0,0
279,AAPL,UP,0.76,UP,0.76,HOLD,0,0
280,AAPL,UP,0.73,UP,0.73,UP,1,1
281,AAPL,UP,0.81,UP,0.81,DOWN,0,0
282,AAPL,UP,0.73,UP,0.73,DOWN,0,0
283,AAPL,UP,0.73,UP,0.73,UP,1,1
284,AAPL,UP,0.81,UP,0.81,DOWN,0,0
285,AAPL,UP,0.73,UP,0.73,HOLD,0,0
286,AAPL,UP,0.76,UP,0.76,DOWN,0,0
287,AAPL,UP,0.73,UP,0.73,DOWN,0,0
288,AAPL,UP,0.76,UP,0.76,DOWN,0,0
289,AAPL,UP,0.76,UP,0.76,DOWN,0,0
290,AAPL,UP,0.73,UP,0.73,HOLD,0,0
291,AAPL,UP,0.76,UP,0.76,UP,1,1
292,AAPL,UP,0.76,UP,0.76,UP,1,1
293,AAPL,UP,0.73,UP,0.73,HOLD,0,0
294,AAPL,UP,0.78,UP,0.78,DOWN,0,0
295,AAPL,UP,0.78,UP,0.78,UP,1,1
296,AAPL,UP,0.81,UP,0.81,HOLD,0,0
297,AAPL,UP,0.81,UP,0.81,UP,1,1
298,AAPL,UP,0.78,UP,0.78,UP,1,1
299,AAPL,UP,0.78,UP,0.78,UP,1,1
300,AAPL,UP,0.78,UP,0.78,DOWN,0,0
301,AAPL,UP,0.76,UP,0.76,UP,1,1
302,AAPL,UP,0.73,UP,0.73,DOWN,0,0
303,AAPL,UP,0.73,UP,0.73,DOWN,0,0
304,AAPL,UP,0.76,UP,0.76,UP,1,1
305,AAPL,UP,0.76,UP,0.76,DOWN,0,0
306,AAPL,UP,0.81,UP,0.81,DOWN,0,0
307,AAPL,UP,0.73,UP,0.73,DOWN,0,0
308,AAPL,UP,0.76,UP,0.76,HOLD,0,0
309,AAPL,UP,0.73,UP,0.73,HOLD,0,0
310,AAPL,UP,0.76,UP,0.76,HOLD,0,0
311,AAPL,UP,0.73,UP,0.73,DOWN,0,0
312,AAPL,UP,0.73,UP,0.73,UP,1,1
313,AAPL,UP,0.81,UP,0.81,DOWN,0,0
314,AAPL,UP,0.76,UP,0.76,UP,1,1
315,AAPL,UP,0.81,UP,0.81,UP,1,1
316,AAPL,UP,0.81,UP,0.81,DOWN,0,0
317,AAPL,UP,0.78,UP,0.78,DOWN,0,0
318,AAPL,UP,0.76,UP,0.76,DOWN,0,0
319,AAPL,UP,0.78,UP,0.78,DOWN,0,0
320,AAPL,UP,0.73,UP,0.73,DOWN,0,0
321,AAPL,UP,0.76,UP,0.76,UP,1,1
322,AAPL,UP,0.73,UP,0.73,UP,1,1
323,AAPL,UP,0.76,UP,0.76,UP,1,1
324,AAPL,UP,0.78,UP,0.78,UP,1,1
325,AAPL,UP,0.81,UP,0.81,HOLD,0,0
326,AAPL,UP,0.78,UP,0.78,UP,1,1
327,AAPL,UP,0.81,UP,0.81,DOWN,0,0
328,AAPL,UP,0.78,UP,0.78,DOWN,0,0
329,AAPL,UP,0.78,UP,0.78,UP,1,1
330,AAPL,UP,0.81,UP,0.81,UP,1,1
331,AAPL,UP,0.81,UP,0.81,DOWN,0,0
332,AAPL,UP,0.78,UP,0.78,HOLD,0,0
333,AAPL,UP,0.78,UP,0.78,HOLD,0,0
334,AAPL,UP,0.78,UP,0.78,UP,1,1
335,AAPL,UP,0.81,UP,0.81,DOWN,0,0
336,AAPL,UP,0.76,UP,0.76,UP,1,1
337,AAPL,UP,0.81,UP,0.81,UP,1,1
338,AAPL,UP,0.78,UP,0.78,UP,1,1
339,AAPL,UP,0.81,UP,0.81,HOLD,0,0
340,AAPL,UP,0.78,UP,0.78,HOLD,0,0
341,AAPL,UP,0.78,UP,0.78,UP,1,1
342,AAPL,UP,0.81,UP,0.81,UP,1,1
343,AAPL,UP,0.78,UP,0.78,DOWN,0,0
344,AAPL,UP,0.78,UP,0.78,DOWN,0,0
345,AAPL,UP,0.76,UP,0.76,UP,1,1
346,AAPL,UP,0.78,UP,0.78,HOLD,0,0
347,AAPL,UP,0.76,UP,0.76,HOLD,0,0
348,AAPL,UP,0.76,UP,0.76,UP,1,1
349,AAPL,UP,0.78,UP,0.78,UP,1,1
350,AAPL,UP,0.81,UP,0.81,UP,1,1
351,AAPL,UP,0.78,UP,0.78,HOLD,0,0
352,AAPL,UP,0.78,UP,0.78,UP,1,1
353,AAPL,UP,0.81,UP,0.81,DOWN,0,0
354,AAPL,UP,0.78,UP,0.78,UP,1,1
355,AAPL,UP,0.81,UP,0.81,DOWN,0,0
356,AAPL,UP,0.76,UP,0.76,UP,1,1
357,AAPL,UP,0.81,UP,0.81,UP,1,1
358,AAPL,UP,0.81,UP,0.81,UP,1,1
359,AAPL,UP,0.78,UP,0.78,DOWN,0,0
360,AAPL,UP,0.78,UP,0.78,UP,1,1
361,AAPL,UP,0.81,UP,0.81,DOWN,0,0
362,AAPL,UP,0.78,UP,0.78,DOWN,0,0
363,AAPL,UP,0.76,UP,0.76,DOWN,0,0
364,AAPL,UP,0.76,UP,0.76,HOLD,0,0
365,AAPL,UP,0.73,UP,0.73,HOLD,0,0
366,AAPL,UP,0.73,UP,0.73,UP,1,1
367,AAPL,UP,0.76,UP,0.76,HOLD,0,0
368,AAPL,UP,0.78,UP,0.78,DOWN,0,0
369,AAPL,UP,0.81,UP,0.81,UP,1,1
370,AAPL,UP,0.78,UP,0.78,UP,1,1
371,AAPL,UP,0.78,UP,0.78,UP,1,1
372,AAPL,UP,0.78,UP,0.78,UP,1,1
373,AAPL,UP,0.81,UP,0.81,UP,1,1
374,AAPL,UP,0.78,UP,0.78,HOLD,0,0
375,AAPL,UP,0.78,UP,0.78,UP,1,1
376,AAPL,UP,0.81,UP,0.81,DOWN,0,0
377,AAPL,UP,0.81,UP,0.81,UP,1,1
378,AAPL,UP,0.78,UP,0.78,UP,1,1
379,AAPL,UP,0.81,UP,0.81,HOLD,0,0
380,AAPL,UP,0.78,UP,0.78,DOWN,0,0
381,AAPL,UP,0.76,UP,0.76,DOWN,0,0
382,AAPL,UP,0.76,UP,0.76,HOLD,0,0
383,AAPL,UP,0.73,UP,0.73,HOLD,0,0
384,AAPL,UP,0.73,UP,0.73,HOLD,0,0
385,AAPL,UP,0.73,UP,0.73,DOWN,0,0
386,AAPL,UP,0.76,UP,0.76,HOLD,0,0
387,AAPL,UP,0.73,UP,0.73,HOLD,0,0
388,AAPL,UP,0.73,UP,0.73,HOLD,0,0
389,AAPL,UP,0.73,UP,0.73,HOLD,0,0
390,AAPL,UP,0.76,UP,0.76,UP,1,1
391,AAPL,UP,0.81,UP,0.81,DOWN,0,0
392,AAPL,UP,0.81,UP,0.81,UP,1,1
393,AAPL,UP,0.81,UP,0.81,DOWN,0,0
394,AAPL,UP,0.76,UP,0.76,DOWN,0,0
395,AAPL,UP,0.73,UP,0.73,UP,1,1
396,AAPL,UP,0.73,UP,0.73,UP,1,1
397,AAPL,UP,0.73,UP,0.73,UP,1,1
398,AAPL,UP,0.73,UP,0.73,UP,1,1
399,AAPL,UP,0.78,UP,0.78,UP,1,1
400,AAPL,UP,0.81,UP,0.81,HOLD,0,0
401,AAPL,UP,0.78,UP,0.78,UP,1,1
402,AAPL,UP,0.81,UP,0.81,UP,1,1
403,AAPL,UP,0.78,UP,0.78,HOLD,0,0
404,AAPL,UP,0.78,UP,0.78,HOLD,0,0
405,AAPL,UP,0.78,UP,0.78,HOLD,0,0
406,AAPL,UP,0.81,UP,0.81,DOWN,0,0
407,AAPL,UP,0.76,UP,0.76,UP,1,1
408,AAPL,UP,0.78,UP,0.78,HOLD,0,0
409,AAPL,UP,0.78,UP,0.78,HOLD,0,0
410,AAPL,UP,0.81,UP,0.81,DOWN,0,0
411,AAPL,UP,0.81,UP,0.81,UP,1,1
412,AAPL,UP,0.81,UP,0.81,HOLD,0,0
413,AAPL,UP,0.81,UP,0.81,DOWN,0,0
414,AAPL,UP,0.73,UP,0.73,DOWN,0,0
415,AAPL,UP,0.73,UP,0.73,UP,1,1
416,AAPL,UP,0.73,UP,0.73,DOWN,0,0
417,AAPL,UP,0.76,UP,0.76,HOLD,0,0
418,AAPL,UP,0.76,UP,0.76,HOLD,0,0
419,AAPL,UP,0.73,UP,0.73,UP,1,1
420,AAPL,UP,0.78,UP,0.78,HOLD,0,0
421,AAPL,UP,0.78,UP,0.78,HOLD,0,0
422,AAPL,UP,0.78,UP,0.78,DOWN,0,0
423,AAPL,UP,0.76,UP,0.76,HOLD,0,0
424,AAPL,UP,0.73,UP,0.73,UP,1,1
425,AAPL,UP,0.76,UP,0.76,UP,1,1
426,AAPL,UP,0.81,UP,0.81,HOLD,0,0
427,AAPL,UP,0.81,UP,0.81,DOWN,0,0
428,AAPL,UP,0.78,UP,0.78,HOLD,0,0
429,AAPL,UP,0.78,UP,0.78,HOLD,0,0
430,AAPL,UP,0.78,UP,0.78,UP,1,1
431,AAPL,UP,0.73,UP,0.73,HOLD,0,0
432,AAPL,UP,0.73,UP,0.73,UP,1,1
433,AAPL,UP,0.81,UP,0.81,DOWN,0,0
434,AAPL,UP,0.76,UP,0.76,HOLD,0,0
435,AAPL,UP,0.78,UP,0.78,HOLD,0,0
436,AAPL,UP,0.76,UP,0.76,UP,1,1
437,AAPL,UP,0.76,UP,0.76,DOWN,0,0
438,AAPL,UP,0.76,UP,0.76,UP,1,1
439,AAPL,UP,0.73,UP,0.73,UP,1,1
440,AAPL,UP,0.81,UP,0.81,HOLD,0,0
441,AAPL,UP,0.78,UP,0.78,DOWN,0,0
442,AAPL,UP,0.81,UP,0.81,UP,1,1
443,AAPL,UP,0.81,UP,0.81,UP,1,1
444,AAPL,UP,0.81,UP,0.81,DOWN,0,0
445,AAPL,UP,0.78,UP,0.78,HOLD,0,0
446,AAPL,UP,0.78,UP,0.78,UP,1,1
447,AAPL,UP,0.81,UP,0.81,UP,1,1
448,AAPL,UP,0.78,UP,0.78,HOLD,0,0
449,AAPL,UP,0.81,UP,0.81,DOWN,0,0
450,AAPL,UP,0.76,UP,0.76,HOLD,0,0
451,AAPL,UP,0.73,UP,0.73,HOLD,0,0
452,AAPL,UP,0.76,UP,0.76,UP,1,1
453,AAPL,UP,0.73,UP,0.73,HOLD,0,0
454,AAPL,UP,0.73,UP,0.73,DOWN,0,0
455,AAPL,UP,0.76,UP,0.76,DOWN,0,0
456,AAPL,UP,0.76,UP,0.76,DOWN,0,0
457,AAPL,UP,0.76,UP,0.76,HOLD,0,0
458,AAPL,UP,0.73,UP,0.73,UP,1,1
459,AAPL,UP,0.73,UP,0.73,HOLD,0,0
460,AAPL,UP,0.76,UP,0.76,UP,1,1
461,AAPL,UP,0.78,UP,0.78,HOLD,0,0
462,AAPL,UP,0.78,UP,0.78,DOWN,0,0
463,AAPL,UP,0.81,UP,0.81,HOLD,0,0
464,AAPL,UP,0.78,UP,0.78,HOLD,0,0
465,AAPL,UP,0.81,UP,0.81,UP,1,1
466,AAPL,UP,0.78,UP,0.78,DOWN,0,0
467,AAPL,UP,0.76,UP,0.76,UP,1,1
468,AAPL,UP,0.78,UP,0.78,HOLD,0,0
469,AAPL,UP,0.78,UP,0.78,HOLD,0,0
470,AAPL,UP,0.78,UP,0.78,HOLD,0,0
471,AAPL,UP,0.81,UP,0.81,UP,1,1
472,AAPL,UP,0.78,UP,0.78,UP,1,1
473,AAPL,UP,0.81,UP,0.81,UP,1,1
474,AAPL,UP,0.78,UP,0.78,HOLD,0,0
