ticker,forecast_time,news_time,news_title,title,text,cleaned_text,price_5d_return,volume_change_pct,label
AAPL,2023-01-25 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.049182705171793684,-0.009570242236408122,UP
AAPL,2023-01-26 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.06424190261650953,-0.17772529494994627,UP
AAPL,2023-01-27 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.05846085329692552,0.3040508196085028,DOWN
AAPL,2023-01-30 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.01339380186714978,-0.09269967883575836,UP
AAPL,2023-01-31 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.012348239120953286,0.029043056894211272,UP
AAPL,2023-02-01 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.02516560024016523,0.17896302818237708,UP
AAPL,2023-02-02 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.04765212760781812,0.5237382763611267,UP
AAPL,2023-02-03 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.058726839953038956,0.3043654247543075,DOWN
AAPL,2023-02-06 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.06104892117160188,-0.5474247087763261,UP
AAPL,2023-02-07 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.07179985510018883,0.19273729821653252,DOWN
AAPL,2023-02-08 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.04462632070423567,-0.23045968320719712,DOWN
AAPL,2023-02-09 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.00033144006458840636,-0.12652818694917822,HOLD
AAPL,2023-02-10 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",-0.022589032318213964,0.0257753034883077,UP
AAPL,2023-02-13 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.013972256216123968,0.08264999382078897,HOLD
AAPL,2023-02-14 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",-0.009375990982662064,-0.007900448560266282,UP
AAPL,2023-02-15 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.022446048599324087,0.06265354672682144,DOWN
AAPL,2023-02-16 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.0188242307191282,0.03956000719799668,DOWN
AAPL,2023-02-17 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",0.01019805708854693,-0.1323760890389758,DOWN
AAPL,2023-02-21 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",-0.03490419345426243,-0.004681785672619898,HOLD
AAPL,2023-02-22 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",-0.028002567699672798,-0.13345122580995872,HOLD
AAPL,2023-02-23 09:00:00,2023-01-23 17:12:00,"Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR rises Monday, still underperforms market","Nokia Corp. ADR (NOK) saw a slight increase of 0.43% on Monday, closing at $4.63. Despite this rise, the stock underperformed the broader market, as both the NASDAQ Composite and Dow Jones Industrial Average rose more significantly. The gain broke a four-day losing streak for Nokia ADR, though it remained below its 52-week high and lagged behind competitors like BlackBerry Ltd., Apple Inc., and Motorola Solutions Inc.","nokia corp. adr rises monday, still underperforms market nokia corp. adr (nok) saw a slight increase of 0.43% on monday, closing at $4.63. despite this rise, the stock underperformed the broader market, as both the nasdaq composite and dow jones industrial average rose more significantly. the gain broke a four-day losing streak for nokia adr, though it remained below its 52-week high and lagged behind competitors like blackberry ltd., apple inc., and motorola solutions inc.",-0.03817683554153373,-0.051304318847000596,DOWN
